IdAluno;Resultado;13>;14>;14>14>;14>14>14>;14>14>31>;14>31>;14>31>14>;14>31>14>31>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>31>31>30>;14>31>41>;14>31>48>;14>31>48>29>;14>32>;14>32>31>;14>38>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>42>;14>48>;14>49>;14>7>;14>8>;14>8>7>;16>;16>31>;16>31>14>;16>31>30>;16>31>31>;16>31>48>;17>;17>30>;17>30>30>;17>30>31>;17>31>;28>;28>30>;29>;29>14>;29>29>;29>30>;29>4>;29>48>;29>48>29>;30>;30>14>;30>14>31>;30>14>31>30>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>31>;30>30>31>;30>30>48>;30>31>;30>31>14>;30>31>30>;30>31>30>30>;30>31>30>31>;30>31>30>31>30>;30>32>;30>41>;30>48>;30>48>30>;31>;31>14>;31>14>31>;31>14>31>30>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>14>31>30>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>48>;31>31>;31>31>30>;31>31>31>;31>31>48>;31>32>;31>32>14>;31>32>31>;31>41>;31>41>41>;31>48>;31>48>29>;31>48>29>48>;31>48>30>;31>48>48>;32>;32>14>;32>14>31>;32>31>;32>31>30>;33>;34>;34>36>;34>36>37>;34>37>;36>;36>34>;36>34>37>;36>36>;36>37>;37>;37>34>;37>36>;37>38>;38>;38>14>;38>14>31>;38>33>;38>36>;39>;4>;41>;41>14>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>41>;41>41>41>41>;42>;47>;47>48>;48>;48>13>;48>14>;48>14>31>;48>29>;48>29>14>;48>29>30>;48>29>48>;48>29>48>29>;48>30>;48>30>30>;48>31>;48>48>;48>48>29>;48>48>48>;48>49>;49>;49>14>;49>48>;49>49>;6>;6>6>;7>;7>14>;8>;8>7>
31155-4429;SUCESSO;3;35;5;0;2;8;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;4;0;1;0;0;1;6;0;0;0;2;2;0;1;0;1;2;0;0;0;2;0;0;2;0;0;0;0;0;0;9;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;18;3;0;0;1;3;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;1;1;1;0;0;4;1;0;1;1;0;0;13;0;4;1;5;3;4;0;0;1;1;9;3;3;1;0;0;0;0;0;1;0;0;0;0;0;0;6;0;5;0;0;0;0;0;0;0
31158-4224;SUCESSO;1;62;7;0;1;21;3;1;5;0;1;1;3;4;1;0;2;0;3;2;3;10;1;3;1;0;0;0;0;9;0;4;3;1;2;0;0;5;3;0;1;1;1;1;3;1;0;0;0;0;0;38;5;2;1;11;0;3;2;1;0;0;1;2;1;8;1;5;1;1;1;1;2;5;3;55;10;4;0;1;24;1;0;0;6;3;2;1;5;3;1;0;2;11;2;3;1;2;1;1;2;0;5;1;0;1;0;10;2;1;4;4;1;1;0;0;1;1;1;1;0;0;1;0;0;1;5;2;2;1;0;0;2;28;0;5;1;11;3;2;1;4;1;1;18;0;4;0;3;1;0;0;0;4;2;0;0;0;0;1;4;1;0;2;2;0;7;0;12;5
31164-4429;SUCESSO;0;21;0;0;0;9;1;1;3;1;0;0;0;0;0;0;0;0;0;0;2;5;0;2;0;0;0;0;0;2;0;3;3;1;1;0;0;3;1;0;0;2;0;0;0;0;0;0;0;0;0;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;5;3;1;0;6;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;3;3;2;1;0;3;1;0;0;2;3;2;0;0;6;3;2;3;0;0;0;12;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;2;0
31166-4429;SUCESSO;0;46;1;0;1;24;9;4;14;5;0;0;2;0;0;0;0;0;0;0;1;12;1;0;0;0;0;0;0;0;0;5;5;0;2;0;0;5;3;0;0;2;0;0;0;0;0;0;0;0;0;29;10;8;4;1;0;0;0;0;0;0;0;1;0;12;2;10;0;6;5;0;0;1;0;48;16;6;3;6;26;9;7;4;0;0;0;0;10;9;6;0;1;3;0;0;0;1;0;1;1;0;1;0;0;0;0;3;0;0;3;1;3;3;2;2;1;3;1;1;0;2;3;0;0;1;4;1;1;3;0;0;0;31;0;1;1;1;0;0;0;0;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0
31170-4224;SUCESSO;1;47;7;0;4;25;8;5;14;3;2;2;0;1;1;0;1;0;0;0;0;7;0;1;1;0;0;0;0;0;0;4;4;0;1;0;1;8;5;0;2;3;1;1;4;2;0;0;0;0;0;30;6;3;2;3;0;3;3;3;3;0;0;0;0;8;0;5;0;2;2;0;0;0;0;48;11;7;5;1;23;3;1;1;2;2;2;2;4;2;2;0;0;2;2;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;4;1;0;1;0;0;0;21;0;3;0;4;0;1;1;0;0;0;7;0;1;0;4;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;2;0;0;0
31172-4428;SUCESSO;2;68;13;0;3;21;6;2;9;3;0;0;1;0;0;0;2;0;1;0;4;9;1;4;3;0;3;0;0;0;0;4;4;2;2;0;0;5;4;0;0;1;2;2;4;1;0;0;0;0;0;27;14;4;3;4;2;0;0;0;0;0;0;0;0;5;0;5;1;1;1;1;0;2;0;38;11;2;1;2;16;5;2;2;1;0;0;0;5;5;1;0;2;2;0;0;0;0;0;0;0;0;4;0;0;2;0;2;2;0;0;0;3;3;0;0;2;6;2;1;0;0;3;0;0;0;8;2;0;3;2;2;2;21;0;1;0;7;0;4;3;1;0;0;12;0;3;1;4;1;0;0;0;2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0
31176-4429;insucesso;2;81;13;6;4;36;7;1;21;3;0;0;8;2;0;0;2;0;2;2;1;20;3;2;0;4;1;0;0;4;4;6;6;1;4;0;0;19;17;2;0;2;2;2;2;0;1;0;1;1;0;50;9;6;4;3;0;0;0;0;0;0;0;1;0;23;3;14;0;14;12;7;0;0;0;62;14;4;1;1;37;6;0;0;1;0;0;0;20;14;13;11;0;5;2;0;0;11;3;6;1;0;4;0;0;2;0;22;5;2;14;12;2;2;0;0;0;3;0;0;0;2;2;2;0;0;5;2;0;1;0;1;2;39;2;7;4;4;1;1;1;6;0;0;5;2;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;14;5;8;5;9;8
31181-4429;SUCESSO;1;34;1;0;0;10;0;0;6;2;2;0;1;1;1;0;1;0;2;2;2;4;0;1;0;0;0;1;0;2;0;2;2;0;1;0;0;6;5;0;3;1;2;2;4;0;0;0;0;0;0;32;6;0;0;8;1;2;0;0;0;0;1;2;0;8;0;5;1;1;1;5;1;0;0;43;1;0;0;0;26;5;0;0;6;2;0;0;2;1;1;0;0;8;3;2;2;6;1;3;1;0;5;1;0;2;1;17;5;3;12;7;2;2;1;1;0;5;2;0;0;1;2;0;0;0;7;1;0;2;0;4;0;13;0;3;0;7;1;2;1;1;0;0;8;1;0;0;3;0;0;0;0;3;1;0;1;1;0;1;3;2;0;1;0;0;4;0;5;3
31191-4429;SUCESSO;0;39;3;0;2;18;1;0;9;1;6;3;1;2;0;1;1;0;0;0;2;4;0;3;2;0;0;3;0;0;0;4;4;0;2;0;0;3;1;0;0;2;3;2;0;0;0;0;0;0;0;24;4;2;1;14;1;7;3;2;2;2;3;4;1;5;0;3;1;0;0;0;3;2;0;33;1;0;0;0;18;1;0;0;12;6;3;2;1;0;0;0;0;6;5;3;0;0;0;0;3;2;2;0;0;1;0;0;0;0;0;0;1;1;0;0;0;3;0;0;0;1;1;1;0;0;6;1;1;0;0;0;0;20;0;1;0;9;0;6;2;0;0;0;8;0;0;0;0;0;0;0;0;2;2;0;1;0;0;2;5;1;3;3;0;0;2;0;0;0
31210-4224;SUCESSO;1;34;2;0;1;15;1;0;3;0;1;1;0;4;1;1;2;1;3;2;2;3;0;1;0;0;1;0;0;2;0;3;3;1;0;0;2;2;1;0;0;1;0;0;5;3;0;1;0;0;0;9;3;1;0;2;1;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;22;3;1;1;0;5;0;0;0;2;2;1;1;0;0;0;0;0;5;1;1;2;2;1;1;1;0;5;4;0;0;1;4;1;1;2;1;3;3;1;1;1;5;1;0;0;2;4;1;0;1;6;2;0;3;0;1;1;8;0;0;0;3;0;1;0;1;0;0;6;0;0;0;5;3;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;2;0
31216-4224;SUCESSO;2;25;1;0;0;7;0;0;0;0;0;0;0;3;1;0;1;0;0;0;1;4;0;3;2;0;0;2;0;0;0;3;3;0;3;0;0;2;1;0;0;1;0;0;6;1;0;0;0;1;1;21;2;0;0;6;0;3;2;2;2;1;0;0;0;1;0;1;1;0;0;0;2;0;0;20;0;0;0;0;6;1;0;0;2;0;0;0;1;1;0;0;0;6;1;3;2;0;0;0;1;1;3;0;0;2;1;1;0;0;0;0;2;2;0;0;2;3;1;1;0;0;2;0;0;1;8;1;0;1;1;1;2;17;0;1;0;7;1;3;1;0;4;4;15;0;1;0;5;1;0;1;1;3;0;0;7;1;4;1;5;1;2;4;0;0;2;0;0;0
31243-4224;SUCESSO;0;68;4;0;1;12;6;2;4;1;0;0;3;0;0;0;1;0;3;2;2;17;0;4;3;0;2;1;0;0;0;5;5;2;2;0;1;1;0;0;0;1;3;3;0;0;0;0;0;0;0;14;4;1;1;1;1;1;0;0;0;0;0;0;0;10;3;7;0;4;2;2;0;0;0;28;9;4;2;1;12;3;1;1;1;1;0;0;7;5;4;0;0;1;0;0;1;0;0;0;0;0;3;0;0;1;0;5;1;1;4;2;2;1;0;0;0;4;0;0;0;1;1;1;0;0;6;3;0;2;1;0;0;33;0;2;1;6;1;3;1;1;0;0;6;0;3;0;0;0;0;0;0;1;0;0;0;0;0;3;4;3;1;0;0;0;0;0;2;0
31248-4429;SUCESSO;1;39;3;0;0;10;1;0;4;1;2;0;0;0;0;0;0;0;0;0;1;13;3;3;2;0;1;1;0;0;0;3;2;0;0;0;0;8;5;0;1;3;5;2;12;0;0;0;0;5;1;23;4;0;0;7;2;4;3;3;2;2;0;0;1;2;0;2;1;0;0;1;0;1;0;37;2;0;0;0;11;1;0;0;5;2;1;1;1;1;0;0;0;4;0;0;0;5;0;4;1;0;2;0;0;1;1;7;0;0;6;3;1;1;0;0;0;2;0;0;0;1;1;1;0;0;3;0;0;1;1;0;0;28;0;5;1;4;1;2;2;1;0;0;19;0;0;0;12;0;0;5;1;1;0;0;9;8;3;0;1;0;0;0;5;2;6;0;0;0
31250-4224;SUCESSO;0;39;3;0;0;13;1;0;4;0;1;0;0;3;1;1;0;0;0;0;0;5;0;1;1;0;0;0;0;1;0;3;3;0;1;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;10;1;1;0;3;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;23;4;0;0;1;7;0;0;0;2;1;0;0;1;0;0;0;0;4;1;1;0;0;0;0;2;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;2;1;0;0;0;1;0;0;0;2;1;1;0;0;0;0;17;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;0
31255-4224;SUCESSO;0;29;0;0;0;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;1;0;0;0;0;1;0;3;3;0;2;0;0;3;2;0;1;1;0;0;1;0;0;0;0;0;0;20;3;0;0;4;2;2;0;0;0;0;0;0;0;5;0;1;0;1;0;0;0;0;0;26;2;0;0;0;7;0;0;0;1;1;0;0;3;0;0;0;0;2;0;1;0;0;0;0;2;1;1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;9;1;1;0;0;1;0;0;0;3;0;0;0;0;0;1;22;0;1;0;7;0;4;1;0;0;0;2;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;22;14;4;0;3;2
31256-4429;insucesso;0;36;0;0;0;10;5;1;2;0;0;0;1;0;0;0;0;0;2;1;1;7;0;1;0;0;1;0;0;1;1;3;3;0;2;0;0;3;2;0;0;1;0;0;0;0;0;0;0;0;0;21;1;0;0;5;0;3;2;1;1;0;0;0;0;4;2;2;0;0;0;0;0;0;0;37;6;3;1;2;15;1;0;0;3;3;2;1;4;2;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;4;1;1;1;1;2;2;2;1;0;9;1;0;1;2;2;1;0;1;4;1;1;1;1;0;0;21;0;1;1;3;0;1;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;2
31288-4429;insucesso;0;25;2;0;1;6;0;0;5;0;1;1;1;0;0;0;0;0;0;0;0;7;0;1;0;0;1;1;0;0;0;4;4;1;3;0;0;3;2;1;0;1;0;0;0;0;0;0;0;0;0;34;2;0;0;11;2;5;3;0;0;0;0;2;0;8;2;5;0;2;2;0;0;0;0;28;3;0;0;0;19;0;0;0;5;3;2;0;5;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;4;0;0;1;1;1;0;0;0;2;1;1;0;0;0;0;19;0;0;0;3;0;0;0;0;1;1;4;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;15;8;1;0;0;0
31306-4429;SUCESSO;0;38;3;0;0;13;1;0;4;0;0;0;2;1;0;1;1;1;2;1;0;7;0;0;0;0;0;0;0;0;0;3;3;0;1;0;1;9;5;0;3;4;1;0;2;1;0;0;0;1;1;25;0;0;0;3;0;0;0;0;0;0;0;2;0;11;1;8;1;1;0;0;0;0;0;41;4;2;1;1;16;0;0;0;2;0;0;0;5;4;1;0;0;3;0;1;0;1;0;1;1;0;2;2;1;0;0;4;1;0;3;1;2;2;2;2;0;2;1;0;0;2;2;0;0;1;3;0;0;2;0;1;0;24;0;0;0;1;0;0;0;2;0;0;3;0;0;0;2;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1
31311-4429;SUCESSO;1;53;1;0;0;20;2;0;3;0;2;0;0;1;0;0;0;0;12;11;3;7;1;2;1;0;0;1;0;3;0;5;5;0;4;0;0;2;1;0;0;1;3;2;3;1;0;1;0;1;1;48;1;0;0;9;1;4;2;1;0;0;0;0;1;9;0;6;0;1;0;1;0;3;2;69;2;1;0;2;31;0;0;0;4;1;1;0;8;5;1;0;1;5;0;1;1;6;3;2;0;0;4;1;0;2;0;21;4;1;16;9;1;1;0;0;0;3;1;0;0;0;1;0;0;0;6;1;0;1;0;1;1;25;0;3;0;7;1;3;1;7;1;0;9;0;0;0;2;1;1;1;1;3;1;0;0;0;0;0;1;0;0;1;0;0;1;0;7;0
31313-4224;SUCESSO;0;42;0;0;0;20;0;0;10;0;3;3;3;2;2;0;0;0;0;0;5;7;0;3;1;0;0;0;0;0;0;3;3;0;1;0;1;4;3;0;2;1;3;2;0;0;0;0;0;0;0;36;5;0;0;18;2;11;4;3;2;1;4;4;1;14;2;10;6;2;1;1;0;1;1;49;3;1;0;0;30;2;0;0;16;10;4;3;9;7;0;0;0;5;3;0;0;1;0;1;2;1;2;0;0;1;1;2;1;1;2;2;3;3;1;1;2;6;3;2;0;1;4;0;0;0;10;3;0;2;3;1;0;22;0;4;2;6;3;2;1;1;0;0;4;0;0;0;0;0;0;0;0;2;1;0;2;0;1;0;0;0;0;0;9;0;1;0;0;0
31319-4428;SUCESSO;0;20;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;0;1;1;0;0;0;0;0;0;2;2;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;6;1;0;0;3;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;3;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;3;0;2;0;0;1;0;0;1;0;6;1;0;4;2;1;1;1;1;0;2;0;0;0;1;1;0;0;1;7;2;0;1;0;1;0;17;0;1;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31357-4224;insucesso;0;15;0;0;0;3;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;5;1;3;0;0;0;0;0;0;0;3;3;0;0;0;1;0;0;0;0;0;0;0;5;0;2;0;1;0;0;3;0;0;0;3;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;3;0;1;0;0;0;0;5;2;6;0;0;0;5;0;0;0;0;0;3;3;0;0;1;3;1;0;0;1;3;1;2;0;7;1;1;3;0;0;1;26;2;4;0;9;2;3;1;0;0;0;10;0;0;0;4;0;0;0;0;1;1;0;5;3;1;0;0;0;0;0;2;1;3;0;0;0
31360-4428;insucesso;0;8;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;1;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;4;1;1;1;0;1;0;0;0;4;0;0;1;1;0;0;6;0;0;0;2;0;0;0;0;0;0;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
31362-4429;SUCESSO;0;33;0;0;0;11;0;0;8;1;0;0;1;0;0;0;0;0;6;2;0;8;1;4;0;0;2;0;0;0;0;4;3;0;0;0;0;17;15;0;3;2;0;0;0;0;0;0;0;0;0;33;2;1;1;5;0;0;0;0;0;0;0;2;0;10;0;4;0;2;1;1;0;0;0;40;0;0;0;0;20;1;1;1;1;0;0;0;4;1;1;0;0;1;0;0;0;6;1;3;0;0;0;0;0;0;0;14;5;2;6;6;2;2;2;2;0;2;2;0;0;2;2;0;0;1;3;1;1;2;0;0;0;23;0;1;1;7;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;22;15;1;0;0;0
31365-4428;SUCESSO;0;12;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;3;3;0;2;0;0;3;2;0;0;1;0;0;3;0;0;1;0;0;0;12;1;0;0;4;0;2;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;23;1;0;0;0;5;0;0;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;3;3;0;0;0;1;0;0;1;0;3;3;1;0;0;4;0;0;0;3;3;3;0;0;6;2;0;2;1;0;0;13;0;0;0;2;0;0;0;0;0;0;4;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
31369-4429;SUCESSO;2;65;7;0;5;28;3;0;10;3;4;0;2;1;0;2;1;0;2;2;2;22;5;9;1;0;3;0;0;4;0;3;3;0;2;0;1;1;0;0;0;1;3;2;3;0;0;0;0;0;0;26;10;5;1;9;0;3;1;0;0;0;2;2;0;4;1;3;0;0;0;1;1;1;0;48;11;4;3;3;20;7;2;0;7;2;0;0;2;2;0;0;1;5;0;2;1;1;0;1;4;2;5;0;0;1;1;9;1;1;8;1;3;3;1;0;1;5;1;1;0;2;3;2;0;1;8;2;1;3;0;2;1;42;0;7;0;14;2;2;0;2;1;0;11;1;1;0;2;0;0;0;0;2;1;0;2;0;1;0;3;1;2;0;0;0;5;0;5;3
31370-4224;SUCESSO;6;48;2;0;0;21;5;1;3;1;1;1;0;2;1;0;8;8;2;2;3;11;2;4;2;0;6;0;0;4;0;4;4;2;0;0;2;5;4;0;2;1;0;0;29;6;0;11;0;4;4;29;5;2;1;4;2;3;0;0;0;0;0;0;1;12;2;0;0;0;0;3;0;2;0;45;8;2;0;3;6;2;1;1;1;1;0;0;1;0;0;0;0;3;1;0;2;4;1;3;0;0;25;25;2;0;0;14;2;0;10;1;1;1;0;0;0;1;0;0;0;1;1;1;0;0;6;2;1;1;0;1;1;20;0;4;0;7;1;4;1;1;0;0;34;5;2;1;29;6;10;3;3;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;5;4
31380-4428;SUCESSO;2;68;5;0;1;24;2;0;8;1;0;0;3;0;0;0;1;0;0;0;4;8;1;1;1;0;2;1;0;0;0;3;3;3;0;0;0;2;1;0;1;1;0;0;2;0;0;0;0;0;0;20;2;1;0;0;0;0;0;0;0;0;0;0;0;12;2;9;0;6;5;1;0;0;0;45;10;2;0;0;18;2;1;0;0;0;0;0;9;7;5;0;0;1;0;0;1;0;0;0;0;0;2;0;0;0;0;3;1;1;1;0;3;3;1;1;1;3;0;0;0;2;3;1;0;1;8;0;0;3;0;0;1;30;0;2;0;5;0;2;2;1;0;0;5;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;5;4;0;0;0;0;0;0;0;0
31390-4429;insucesso;0;9;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;12;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0;0;0;0;5;0;0;0;2;0;0;0;0;0;0;0;1;2;2;2;0;0;0;0;1;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;2;1;1;1;1;0;0;3;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31392-4429;SUCESSO;0;34;0;0;0;11;1;0;6;3;1;0;0;0;0;0;0;0;0;0;1;7;0;2;0;0;0;0;0;0;0;3;3;0;3;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;12;6;3;2;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;0;0;0;9;4;3;2;3;2;0;0;0;0;0;0;0;3;2;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;3;0;0;1;0;0;0;24;0;2;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
31398-4224;insucesso;0;31;2;0;1;12;0;0;6;0;2;0;1;0;0;1;0;0;1;1;3;1;0;1;0;0;1;0;0;0;0;2;2;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;15;1;0;0;4;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;23;2;1;1;0;9;1;0;0;3;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;1;1;2;2;0;0;2;4;2;2;0;0;2;0;0;1;6;2;0;1;1;0;0;9;0;1;0;5;1;4;2;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
31400-4224;SUCESSO;0;34;3;0;0;13;0;0;4;0;2;1;1;0;0;0;0;0;0;0;0;9;0;2;1;0;0;0;0;0;0;3;3;0;1;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;0;21;4;1;1;11;2;6;3;1;0;0;1;1;2;3;0;0;0;0;0;0;0;2;2;35;1;0;0;0;13;1;1;1;5;4;1;0;2;0;0;0;1;2;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;0;0;2;0;0;1;0;0;0;30;0;1;1;5;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0
31410-4428;SUCESSO;0;24;0;0;0;5;0;0;0;0;0;0;0;0;0;1;0;0;4;3;1;6;0;1;0;0;0;0;0;0;0;5;3;1;1;0;0;3;2;0;2;1;1;1;1;0;0;1;0;0;0;16;0;0;0;3;0;3;2;2;2;2;2;2;0;5;0;1;1;0;0;0;0;0;0;26;4;1;0;2;8;0;0;0;2;2;1;1;0;0;0;0;0;3;1;0;1;0;0;0;1;1;1;0;0;1;0;5;0;0;4;2;1;1;0;0;1;2;1;1;0;0;1;0;0;1;3;0;0;1;0;0;0;17;0;4;2;3;3;1;0;0;0;0;2;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
31417-4429;insucesso;0;13;1;0;0;8;0;0;1;0;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;2;0;0;0;2;2;0;0;1;0;2;0;0;0;2;1;0;0;0;0;0;0;0;0;8;1;1;1;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;18;0;0;0;0;2;0;0;0;1;1;1;1;0;0;0;0;0;3;0;1;0;3;1;1;1;0;1;0;0;1;0;5;2;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;1;1;0;0;0;0;0;1;0
31423-4429;SUCESSO;1;63;5;0;4;29;0;0;10;0;5;5;1;2;1;0;0;0;3;1;0;10;1;4;1;0;1;1;0;1;0;5;5;0;1;0;0;13;10;0;0;3;3;1;8;0;0;3;0;2;2;69;3;0;0;19;1;10;0;0;0;0;2;2;0;7;0;4;0;0;0;0;3;4;1;78;3;0;0;0;29;1;0;0;10;6;0;0;1;0;0;0;2;10;3;0;1;0;0;0;3;2;5;2;1;1;1;4;0;0;2;0;1;1;0;0;1;5;1;1;0;0;1;0;0;0;5;1;0;0;2;1;2;33;0;8;3;12;3;4;0;1;0;0;14;0;0;0;8;0;3;2;2;3;1;0;4;4;2;0;2;0;0;0;19;5;4;0;1;0
31434-4429;insucesso;0;10;0;0;0;7;0;0;6;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;2;1;1;0;1;0;0;1;0;0;0;0;1;0;12;2;1;1;5;0;3;3;3;2;0;0;2;0;2;0;2;0;0;0;1;0;1;0;12;3;3;3;0;10;1;0;0;3;2;2;2;0;0;0;0;1;4;2;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;2;2;0;0;1;2;1;1;2;1;2;1;0;1;2;0;0;2;1;0;1;2;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
