IdAluno;Resultado;1>;14>;14>14>;14>14>31>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>31>30>;14>2>41>;14>3>;14>3>14>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>30>30>30>30>;14>31>30>31>;14>31>31>;14>31>41>;14>31>48>;14>32>;14>32>31>;14>32>31>30>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>49>;14>49>48>;14>49>49>;14>7>;14>7>5>;14>7>5>5>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>14>;2>14>2>;2>14>31>;2>14>41>;2>2>;2>2>31>;2>2>31>30>;2>2>41>;2>3>;2>31>;2>31>30>;2>31>30>30>;2>41>;2>41>41>;28>;28>30>;29>;3>;3>14>;3>2>;3>2>2>;30>;30>14>;30>14>2>;30>14>31>;30>14>31>30>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>2>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>30>48>;30>31>;30>31>30>;30>31>30>31>;30>41>;30>48>;31>;31>14>;31>14>41>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>41>41>;31>48>;31>48>30>;32>;32>31>;32>31>30>;32>31>30>30>;32>31>31>;38>;41>;41>14>;41>2>;41>2>2>;41>31>;41>31>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>7>;42>;46>;48>;48>14>;48>29>;48>30>;48>48>;48>48>48>;49>;49>48>;49>49>;49>49>48>;49>49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>31>;7>5>;7>5>5>;7>6>;8>
27916-5714;insucesso;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27934-7098;SUCESSO;1;25;2;1;4;0;0;2;1;0;0;0;0;11;0;4;0;1;0;0;0;0;2;0;0;0;0;0;5;0;0;2;1;0;0;0;0;0;0;0;1;1;0;3;3;0;0;5;1;1;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;13;2;0;2;1;0;2;2;0;3;0;0;2;0;0;0;0;0;0;0;0;1;2;1;0;0;1;20;2;0;0;8;1;3;2;0;0;0;0;0;0;0;0;2;2;1;0;0;0;3;3;2;0;0;0;12;0;0;0;2;0;3;0;1;2;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27941-4130;SUCESSO;0;39;2;1;8;4;0;0;0;0;2;0;0;14;3;6;1;0;0;0;0;3;1;0;0;3;0;0;9;2;1;0;0;0;2;0;2;0;0;0;4;4;2;9;8;3;3;12;7;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;24;13;0;1;1;4;1;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;6;5;2;0;0;23;4;3;0;15;9;0;0;0;0;0;0;5;4;0;0;4;3;0;0;0;0;4;2;1;0;0;0;19;2;3;0;2;2;4;1;0;0;0;0;1;1;1;1;0;0;0;0;0;2;1;2;1;2;0;0;0;0;0;1;1;0;0;0;0;0
27970-4130;insucesso;0;21;0;0;1;0;0;0;0;0;0;0;0;5;0;3;1;2;2;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;4;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;1;0;0;0;3;1;0;3;0;2;1;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;6;1;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0
27980-4604;insucesso;0;13;1;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;3;0;0;2;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;7;1;0;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;0;1;0;0;0;5;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;1;1;0;0;0;0;0
27997-5714;insucesso;0;3;0;0;2;0;0;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;1;0;0;0;1;2;0;0;0;0;0;0;0;3;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28022-4605;insucesso;0;14;1;0;3;0;1;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;5;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;1;8;1;0;0;4;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;6;0;0;2;0;0;1;0;0;3;1;0;1;1;0;0;0;0;0;0;1;1;1;0;0;2;0;0;1;1;1;0
28022-6388;SUCESSO;0;13;0;0;5;0;3;2;0;0;0;0;0;3;0;1;0;1;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;8;1;0;1;0;5;1;0;2;0;3;1;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;2;0;0;2;0;1;1;1;1;0;0;0;1;0;0;0;0;1;10;1;0;0;2;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;3;0;3;2;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28026-7118;SUCESSO;0;48;2;1;2;0;0;0;0;0;0;0;0;10;0;9;0;4;3;1;1;0;0;0;0;0;0;0;13;0;0;8;2;0;0;0;0;1;0;0;1;1;0;2;2;0;1;12;0;0;0;0;2;1;0;0;0;5;3;1;1;0;0;0;0;1;0;1;0;25;1;0;0;0;0;1;1;3;14;1;2;7;0;2;2;1;0;0;0;0;0;0;0;0;3;0;23;0;0;0;14;0;6;4;1;1;0;0;0;0;3;0;0;0;3;3;0;0;1;1;0;0;0;1;29;1;3;0;1;0;15;0;1;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;2;0;0;0;0;2;0
28034-4604;SUCESSO;2;16;0;0;6;0;0;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;1;1;1;1;1;0;1;9;1;1;0;0;1;0;0;1;0;1;1;1;3;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;4;0;1;2;0;1;1;0;0;0;0;0;2;0;0;0;0;2;7;0;0;0;3;0;3;2;1;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;10;0;1;0;0;0;3;0;0;2;1;0;1;0;2;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;1;1;0;0
28039-4605;insucesso;0;5;0;0;1;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0
28126-4605;insucesso;0;4;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28149-6388;insucesso;0;17;0;0;2;0;1;0;0;0;0;0;0;5;0;3;0;0;0;0;0;1;1;0;0;0;0;0;9;1;1;2;0;0;0;0;0;0;0;0;1;1;0;3;2;1;0;3;2;1;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;4;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;8;1;0;0;3;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;14;1;1;0;1;0;4;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;10;9;6;1;0;0;0;0;1;0
28169-4605;SUCESSO;2;36;6;4;3;1;1;0;0;0;0;0;0;16;11;7;0;0;0;0;0;6;1;2;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;1;1;1;2;2;1;0;11;3;1;1;0;2;2;0;0;0;3;3;1;0;0;0;0;0;0;0;0;0;13;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7;6;5;0;0;24;12;0;0;12;1;1;0;0;0;0;0;6;5;0;0;1;0;2;0;1;0;0;0;0;0;0;0;21;0;1;0;0;0;3;0;0;1;0;0;1;0;2;2;1;0;0;0;0;1;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0
28170-7118;SUCESSO;0;10;0;0;4;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;7;0;0;0;0;2;1;0;0;0;3;3;1;2;0;0;0;1;2;0;2;0;8;1;0;0;0;0;0;0;0;4;0;0;2;0;1;1;0;0;0;0;0;0;1;0;0;1;0;10;0;0;0;7;1;4;2;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;8;0;5;1;2;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0
28178-6398;SUCESSO;0;15;1;1;1;1;0;0;0;0;5;0;3;5;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;4;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;0;4;1;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;11;0;0;0;4;1;2;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;0;0;0;2;0;1;0;0;1;1;0;0;0;0;2;0;0;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
28212-4605;insucesso;0;14;1;0;2;0;2;0;0;0;0;0;0;6;0;2;0;0;0;0;0;0;0;2;0;0;0;0;6;1;2;3;2;1;0;0;0;1;0;0;1;1;0;0;0;0;0;5;3;1;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;6;0;0;4;0;2;1;1;0;0;0;0;0;0;0;0;0;0;10;1;0;0;4;0;2;1;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;13;1;2;0;2;0;6;0;0;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;3;0;0;0;0
28231-6388;SUCESSO;0;15;0;0;1;0;1;0;0;0;0;0;0;7;0;2;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;5;2;0;0;4;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;4;2;0;0;0;1;1;1;0;2;2;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;15;0;0;1;3;0;2;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;2;1;2;0;1;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28283-6389;insucesso;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0
28313-4604;SUCESSO;0;20;1;0;7;1;1;2;2;0;1;0;0;6;0;4;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;3;3;2;0;10;1;0;0;0;2;0;0;1;0;3;3;2;2;0;0;0;0;3;0;2;0;17;4;1;0;0;0;1;1;0;9;1;0;5;0;3;3;2;1;1;0;0;0;0;0;0;1;0;12;0;0;1;9;1;5;3;2;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
28338-6388;insucesso;0;18;3;0;2;0;1;0;0;0;0;0;0;8;0;4;1;1;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;1;1;0;2;1;0;0;4;0;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;1;2;0;0;2;0;2;1;1;0;0;0;0;0;0;0;0;0;1;11;1;0;0;6;1;2;2;2;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;4;2;2;0;0;0;0
28338-7118;SUCESSO;0;14;0;0;0;0;0;0;0;0;0;0;0;6;0;4;0;3;3;2;0;0;0;0;0;1;0;0;3;0;1;0;0;0;0;0;0;2;0;0;1;1;1;2;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;0;0;0;1;1;0;4;1;0;4;1;3;1;1;1;1;1;0;0;2;2;0;0;2;9;0;0;0;7;0;4;4;3;1;1;1;1;1;0;1;0;0;0;0;1;1;2;2;2;0;0;0;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;1;2;1;1;1;0;0;0;0;0;2;0;0;2;0;0;0;0;1;0
28350-6398;insucesso;0;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;2;0;1;1;4;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28383-4604;SUCESSO;0;7;0;0;2;0;0;0;0;0;1;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28385-4604;SUCESSO;0;43;2;0;3;0;1;1;1;0;12;0;8;4;1;3;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;4;3;0;0;0;0;4;4;2;0;17;6;0;1;0;3;1;0;0;0;4;4;2;0;0;0;0;0;14;0;10;0;13;6;1;0;0;0;1;1;1;3;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;11;1;0;0;9;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;5;0;0;3;3;0;0
28450-4604;SUCESSO;1;7;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
28454-4605;SUCESSO;2;45;1;0;8;0;1;0;0;0;0;0;0;17;1;6;0;1;1;0;0;0;0;2;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;2;2;1;0;0;0;0;21;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;1;0;0;0;0;3;3;1;0;2;1;1;1;1;1;0;0;1;0;1;1;0;4;0;26;3;1;2;12;0;3;2;1;1;1;1;0;0;3;0;1;1;3;0;0;0;0;0;0;0;0;0;17;0;1;0;2;2;4;0;0;2;1;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28517-4604;SUCESSO;0;53;9;4;7;0;0;1;1;0;0;0;0;22;0;14;2;5;1;1;0;0;0;1;0;0;0;0;10;0;0;2;1;0;2;0;2;0;0;0;2;2;2;4;4;2;0;15;0;0;0;0;2;0;0;0;0;2;2;1;2;0;0;0;0;0;0;0;0;27;6;1;2;1;2;0;0;1;8;1;1;1;0;1;0;0;0;0;2;0;3;4;3;0;0;4;35;0;0;1;23;3;8;1;1;0;0;0;2;2;0;1;4;3;3;0;0;0;0;0;0;0;0;0;19;0;1;1;1;1;4;0;1;2;0;0;0;0;0;5;1;0;1;1;0;2;1;2;1;1;1;1;0;0;0;1;0;0;1;1;0;0
29058-6398;SUCESSO;1;26;3;1;5;0;0;0;0;0;0;0;0;4;1;2;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;1;1;0;3;3;0;3;2;0;0;0;0;3;2;1;0;10;0;0;0;0;2;2;0;0;0;2;0;0;0;0;0;0;6;1;0;0;0;16;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;7;5;5;1;3;19;5;0;0;10;0;1;1;1;1;1;1;6;5;0;2;2;1;2;1;0;0;0;0;0;0;0;1;10;0;3;2;0;0;8;2;0;7;5;0;2;0;1;6;0;5;0;0;0;3;3;0;0;0;10;7;2;0;0;7;0;3;2;2;0;0
29128-6389;insucesso;0;6;1;0;0;0;0;0;0;0;0;0;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
29232-4604;insucesso;0;20;1;0;4;1;1;0;0;0;0;0;0;4;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;0;0;0;2;2;1;0;0;0;1;1;0;0;5;3;0;1;0;2;1;1;0;1;2;2;2;0;0;0;0;0;1;0;1;1;12;4;0;0;0;2;0;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;14;2;0;0;9;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;2;0;0;0;2;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;2;0;0;2;1;0;0
29300-4605;insucesso;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29492-7118;SUCESSO;1;26;0;0;4;0;0;0;0;0;0;0;0;3;0;3;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;3;1;0;0;0;0;1;0;0;1;1;1;1;1;0;0;8;1;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;8;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;1;1;1;6;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;2;0;1;1;5;1;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;3;0;1;0;0;2;0
29626-4605;SUCESSO;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;1;0;1;1;0;0
29688-6398;SUCESSO;1;16;0;0;4;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;12;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;5;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29800-4130;insucesso;0;7;0;0;2;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;0;0;0;0;0
29887-6398;insucesso;0;13;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;11;0;0;0;3;0;3;0;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0
30137-7118;SUCESSO;1;16;1;0;3;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;1;1;0;0;0;0;4;1;1;1;0;0;0;0;0;1;0;0;2;2;1;2;2;1;0;9;0;0;0;0;3;2;0;1;0;2;2;0;2;0;0;0;0;1;0;0;0;11;1;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;2;0;14;0;0;1;7;0;1;1;0;0;0;0;0;0;2;0;2;1;1;1;0;0;1;0;0;0;0;2;15;1;3;1;3;1;4;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;1;0
