IdAluno;Resultado;1>;1>46>;14>;14>14>;14>14>31>;14>2>;14>2>14>;14>2>2>;14>2>2>31>;14>2>31>;14>2>31>30>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>30>30>30>30>;14>31>31>;14>31>41>;14>32>;14>32>31>;14>32>31>30>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>41>41>41>41>;14>49>;14>7>;14>7>5>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>14>;2>14>2>;2>14>31>;2>14>41>;2>2>;2>2>31>;2>2>31>30>;2>2>41>;2>3>;2>31>;2>31>30>;2>31>30>30>;2>31>30>30>30>;2>41>;2>41>2>;2>41>41>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>2>;30>14>31>;30>14>31>30>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>2>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>30>48>;30>31>;30>31>30>;30>31>30>30>;30>41>;30>48>;30>48>30>;31>;31>14>;31>14>2>;31>14>31>;31>14>41>;31>2>;31>30>;31>30>14>;31>30>17>;31>30>17>30>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>41>41>;31>48>;31>48>30>;32>;32>31>;32>31>30>;32>31>30>30>;32>31>31>;38>;41>;41>14>;41>2>;41>2>2>;41>31>;41>31>30>;41>31>30>30>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;41>7>;46>;48>;48>14>;48>29>;48>30>;48>48>;48>48>48>;49>;49>48>;49>49>;49>49>48>;49>49>49>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>14>;7>31>;7>5>;7>5>5>;7>6>;8>
28350-6398;insucesso;0;0;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;2;0;1;1;0;4;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28423-5469;insucesso;0;0;14;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;11;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;2;0;0;1;1;1;0
29058-6398;SUCESSO;1;0;26;3;1;5;0;0;0;0;0;0;0;0;4;1;2;0;1;1;1;1;1;0;0;0;0;1;0;0;1;1;0;3;3;0;0;0;0;3;2;1;0;10;0;0;0;0;2;2;0;0;0;2;0;0;0;0;0;0;6;1;0;0;16;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;7;5;0;1;3;0;19;5;0;0;0;0;10;0;0;0;1;1;1;1;1;1;1;6;5;0;2;2;1;2;1;0;0;0;0;0;0;0;1;10;0;3;2;0;0;0;8;2;0;7;5;4;0;1;6;0;5;0;0;0;3;3;0;0;0;10;7;2;0;0;7;0;3;2;2;0;0
29128-6389;insucesso;0;0;6;1;0;0;0;0;0;0;0;0;0;0;4;2;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
29492-7118;SUCESSO;1;0;26;0;0;4;0;0;0;0;0;0;0;0;3;0;3;0;1;0;0;0;0;0;0;0;0;6;0;0;3;1;0;0;1;0;1;1;1;1;1;0;0;8;1;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;8;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;1;0;0;1;1;6;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;2;0;1;1;0;5;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;3;0;1;0;0;2;0
29497-5469;SUCESSO;0;0;22;1;0;4;0;1;0;1;1;0;1;1;7;0;3;0;2;1;0;0;0;1;0;0;0;8;0;0;2;0;0;0;0;0;1;1;1;0;0;0;0;6;0;0;0;0;1;0;0;1;0;2;2;1;1;4;0;0;0;1;0;1;12;2;0;0;0;1;0;0;0;4;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;10;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;14;1;4;0;1;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;1;1;1;1;0;3;1;0;3;0;0;1;0;0;0
29688-6398;SUCESSO;1;0;16;0;0;4;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;12;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29800-5468;SUCESSO;0;0;10;1;1;0;0;0;0;0;0;0;0;0;4;1;2;0;2;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;1;0;0;0;0;1;1;0;4;1;0;3;1;2;2;2;2;1;0;0;1;1;1;0;0;1;0;8;1;0;0;1;0;4;0;1;1;4;3;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0
29887-6398;insucesso;0;0;13;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;11;0;0;0;3;0;0;3;0;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0
30137-7118;SUCESSO;1;0;16;1;0;3;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;1;1;0;0;0;4;1;1;1;0;0;0;1;0;2;2;1;2;2;1;0;9;0;0;0;0;3;2;0;1;0;2;2;0;0;2;0;0;0;1;0;0;11;1;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;14;0;0;0;0;1;7;0;1;1;1;1;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;1;0;0;0;0;2;15;1;3;1;3;1;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;1;0
30609-7274;insucesso;0;0;13;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30676-6388;SUCESSO;0;0;13;0;0;2;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;1;0;0;0;0;3;1;0;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;1;0;3;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;11;2;0;0;0;1;4;0;1;1;2;1;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;9;0;1;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;0;4;0;1;0;0;2;0
30708-5468;SUCESSO;2;0;23;1;0;5;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;2;1;0;0;0;0;0;0;0;1;1;0;1;15;1;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;4;0;4;4;0;0;0;0;0;0;0;0;2;0;0;1;0;1;1;1;1;0;1;0;0;2;2;0;0;0;0;4;0;0;0;0;0;3;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0;0;0;3;0;0;1;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
30749-7118;SUCESSO;0;0;25;0;0;2;2;0;0;1;1;0;1;0;10;0;4;0;2;2;2;2;0;0;0;0;0;4;0;0;1;0;0;0;1;0;1;1;1;1;1;1;0;8;2;0;0;0;0;0;0;0;0;3;3;3;2;0;0;0;1;1;0;0;12;3;1;1;1;1;1;1;2;9;2;1;7;2;5;3;3;3;2;1;0;2;2;1;0;1;2;1;20;2;0;0;0;2;11;0;1;1;8;6;5;3;3;3;2;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;18;0;1;0;1;0;0;3;1;1;1;1;0;0;0;2;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
30760-5388;insucesso;0;0;22;0;0;4;0;1;0;0;0;1;0;0;4;0;4;0;1;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;1;0;0;0;0;6;5;2;1;5;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;13;2;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;7;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;2;1;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
30771-5469;insucesso;0;0;45;2;0;8;0;0;0;0;0;1;0;0;7;1;4;0;0;0;0;0;0;0;0;0;0;12;1;1;3;2;0;0;1;0;2;2;0;4;4;0;0;14;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;2;1;1;18;4;2;1;0;1;0;0;0;3;0;0;2;0;1;0;0;0;0;1;0;0;2;1;0;0;0;0;16;4;1;0;1;0;9;1;0;0;3;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;16;0;2;0;1;0;0;3;1;0;2;0;0;0;0;1;0;0;0;0;0;3;0;2;0;0;5;1;4;0;0;6;0;0;1;1;2;3
30907-5388;SUCESSO;0;0;11;0;0;1;0;1;0;0;0;0;0;0;3;0;1;1;0;0;0;0;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;5;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30966-5388;insucesso;0;0;19;0;0;6;3;1;0;1;1;0;3;3;5;1;4;1;2;2;2;0;0;0;0;0;0;4;0;0;0;0;0;0;3;0;1;1;1;2;2;2;0;10;5;1;0;1;2;0;0;0;0;1;1;0;0;0;0;0;0;5;1;3;9;4;2;0;0;1;1;1;0;4;1;0;3;0;2;2;0;0;0;2;0;0;4;4;0;0;0;0;10;2;1;0;1;0;8;1;0;0;4;3;2;2;0;0;0;3;3;0;0;0;0;0;0;0;0;1;1;1;1;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;3;0;0;1;1;0;0;0;4;2;0;1;1;0;0
30991-5468;SUCESSO;0;0;16;0;0;2;0;0;0;1;1;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;5;3;0;0;0;0;0;1;0;1;1;1;6;5;1;1;8;0;0;0;0;0;0;0;0;0;3;2;1;1;0;0;0;0;1;0;0;19;2;0;0;0;2;1;1;0;6;0;0;1;0;1;0;0;0;0;1;0;0;2;2;1;0;0;0;10;0;0;0;0;0;7;1;0;0;3;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;13;0;4;0;2;1;1;2;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0
31005-5468;insucesso;0;0;24;0;0;2;0;0;0;0;0;1;0;0;4;1;2;0;1;0;0;0;1;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;4;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;1;0;0;0;0;6;3;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;14;2;0;0;3;3;0;5;0;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;1;0
31005-6398;insucesso;0;0;8;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31068-7118;SUCESSO;0;0;21;0;0;4;0;2;0;0;0;0;0;0;6;0;5;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;1;0;1;1;1;4;4;2;0;6;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;17;3;2;2;2;1;2;2;0;3;1;0;2;0;2;1;1;0;0;0;1;0;1;0;0;1;3;0;15;0;0;0;0;0;11;0;1;1;2;2;2;1;1;0;0;0;0;0;3;2;1;0;0;2;0;0;0;0;0;0;0;4;0;1;0;2;1;1;2;0;2;2;1;1;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;1;0;0;0;0;1;0
31095-7274;insucesso;0;0;13;1;0;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;5;1;0;0;0;2;1;1;0;0;3;1;0;0;1;0;1;0;0;0;0;5;1;1;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;1;4;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;1;0;3;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31109-6398;SUCESSO;1;0;32;8;2;12;3;3;0;0;0;0;0;0;6;0;1;0;1;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;14;5;0;0;0;3;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;5;3;1;0;0;0;0;0;0;3;1;0;1;0;1;0;0;0;0;2;1;0;2;2;1;1;0;0;8;1;0;0;0;2;4;1;0;0;3;1;1;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;1;10;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;3;1;1;0;0;0;0;1;0
31113-6388;SUCESSO;0;0;19;3;2;7;1;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0;1;1;0;0;0;6;0;1;4;1;0;1;1;0;0;0;0;2;0;0;0;7;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;8;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;12;1;1;0;2;1;0;6;0;1;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0
31155-5469;SUCESSO;0;0;14;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;0;2;1;3;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
31199-6388;SUCESSO;1;0;36;9;1;6;0;0;0;0;0;0;0;0;13;1;8;0;4;2;1;0;2;0;0;0;0;5;0;0;1;1;0;0;0;0;1;1;0;6;4;0;1;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;3;2;0;0;0;2;2;0;7;3;0;2;2;1;0;0;0;0;0;0;1;0;0;0;0;3;0;29;1;0;0;0;1;13;0;0;0;6;2;1;0;0;0;0;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;1;0;0;1;0;0;0;1;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31239-7118;SUCESSO;0;0;27;2;0;2;1;0;0;0;0;0;0;0;16;0;11;1;8;5;5;3;0;2;0;0;0;3;0;0;1;0;0;2;1;0;1;1;1;4;4;1;0;4;2;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;23;5;1;1;0;1;0;0;1;12;2;0;6;1;6;3;3;2;2;0;1;0;0;0;0;2;0;0;19;0;0;0;0;0;17;2;0;0;10;6;6;3;3;2;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;6;0;2;0;2;2;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;3;1;3;1;2;2;2;0;0;0;2;0;0;2;2;0;0
31270-6388;SUCESSO;0;0;46;6;0;5;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;4;2;0;2;2;0;0;0;0;3;0;0;0;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;0;0;0;1;0;0;5;0;0;2;1;0;0;0;1;1;0;0;0;0;3;1;1;0;0;1;1;0;0;0;2;0;0;1;1;0;0
31273-5388;SUCESSO;1;0;23;3;0;3;0;0;0;1;1;0;0;0;8;0;6;0;2;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;4;0;0;0;0;1;1;0;0;8;0;0;0;0;2;0;0;0;0;2;2;1;1;0;0;0;0;0;0;0;20;1;0;0;0;1;0;0;2;6;0;2;2;0;2;2;1;1;1;1;0;0;3;1;1;1;0;0;19;0;0;0;0;1;13;0;0;0;5;2;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5;1;0;0;1;0;0;1;0;0;1;1;1;0;1;0;0;0;0;0;0;2;0;2;0;2;2;2;0;0;0;5;0;1;2;2;0;0
31286-6388;SUCESSO;0;0;25;0;0;2;0;0;0;1;1;0;0;0;7;1;2;0;2;1;0;0;0;1;0;0;0;9;0;0;2;1;0;1;2;0;0;0;0;1;0;0;0;9;3;0;1;0;0;0;0;0;0;1;1;1;1;2;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;3;0;0;2;0;1;1;1;1;1;0;1;0;0;0;0;1;0;0;13;4;0;0;1;0;3;0;0;0;3;2;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;24;0;2;0;0;0;0;6;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;3;0;0;5;0;0;0;0;2;0
31300-5469;SUCESSO;1;0;7;0;0;1;0;1;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;7;0;0;0;0;2;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;8;0;5;0;1;0;0;2;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
31347-5469;SUCESSO;2;0;35;3;0;8;1;2;0;1;1;0;0;0;7;0;5;1;2;1;0;0;2;0;0;0;0;5;0;1;2;1;0;3;1;0;3;3;2;0;0;0;0;12;5;2;1;0;3;0;0;0;0;2;2;0;0;1;0;0;0;0;0;0;12;5;0;2;2;1;0;0;0;3;2;0;1;1;0;0;0;0;0;0;0;0;5;3;0;0;1;0;17;2;0;0;0;0;12;3;0;0;3;1;0;0;0;0;0;5;3;0;1;2;0;0;0;0;0;3;3;2;0;0;1;10;0;1;1;1;0;0;2;0;0;1;1;0;0;2;3;1;0;0;0;0;3;1;2;0;1;0;0;5;1;1;3;0;0;0;0;0;0
31354-5714;SUCESSO;2;0;10;1;1;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;0;0;0;2;0;0;1;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31362-5714;SUCESSO;0;0;10;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;6;0;0;3;0;0;0;1;0;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;5;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;13;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;10;7;2;0;0;0;0;1;0
31374-5469;SUCESSO;0;0;40;0;0;5;2;0;0;0;0;0;0;0;9;2;5;0;0;0;0;0;0;0;0;0;0;10;1;1;1;0;0;1;1;0;1;1;0;9;9;3;2;6;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;6;2;1;0;0;4;4;0;3;1;0;0;0;0;0;0;0;0;1;0;0;10;5;0;0;1;1;23;8;0;0;3;0;12;1;4;4;0;0;0;0;0;0;0;7;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;21;1;1;0;2;1;0;2;0;0;1;0;0;0;0;2;1;0;1;0;0;3;2;2;2;1;3;1;1;0;0;4;0;0;2;1;0;0
31405-7118;insucesso;0;0;19;0;0;3;1;0;0;0;0;2;0;0;7;1;5;0;2;0;0;0;0;2;0;0;0;6;0;1;2;1;0;0;0;0;1;1;1;2;2;1;0;6;3;0;1;1;0;0;0;0;0;0;0;0;0;4;1;1;1;0;0;0;13;5;2;1;0;1;1;1;0;3;1;0;0;0;0;0;0;0;0;1;0;0;2;1;0;2;3;0;12;1;0;0;1;0;10;2;1;1;3;0;0;0;0;0;0;1;0;1;3;1;1;2;0;0;0;0;0;0;0;0;0;15;1;2;0;2;1;0;6;1;0;2;0;0;1;0;4;2;1;0;1;0;0;0;0;0;0;2;2;0;0;0;2;0;0;2;2;0;0
31420-5468;SUCESSO;1;0;40;1;1;6;0;1;0;1;1;0;0;0;11;0;10;1;4;2;1;1;0;1;0;0;0;6;1;0;2;1;0;4;2;0;1;1;1;10;10;0;2;15;1;0;1;0;1;1;0;0;0;4;4;2;1;2;0;0;0;0;0;0;47;1;0;0;0;0;1;1;2;16;0;0;7;0;5;4;2;2;0;0;0;0;0;0;0;2;0;0;28;0;0;0;0;0;24;1;0;0;10;5;3;2;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;18;0;6;0;5;4;2;8;3;1;5;1;1;0;1;3;0;0;0;1;0;5;2;4;2;4;3;1;17;6;4;5;0;0;0;0;2;0
